MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,49-94-0117,,,,,49-94-0117,"49-94-0117 Milw 5""x.045""x7/8"" Performance+ Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Milwaukee,Milwaukee,,49-94-0117,,Abrasives>Cut-Off Discs,"Milwaukee, Cut-Off Disc, Performance+ Series, 49-94-0117, 5 in Diameter",DISC CUTOFF 5X.045X7/8 49-94-0117,"Milwaukee Performance+ 49-94-0117 Cut-Off Disc, 5 in Diameter, .045 in Thickness, 7/8 in Arbor Size","Milwaukee Cut-Off Disc, 5 in Diameter, .045 in Thickness, 7/8 in Arbor Size.","Performance+, Cut-Off Disc, 5 in Diameter","Delivers fast, clean cuts in metal with extended wheel life.",5 in Diameter,.045 in Thickness,7/8 in Arbor Size,,,,,,,,,,,,,,,,,,,,,,,Cut-Off Disc,Diameter,5,in,Thickness,.045,in,Arbor Size,7/8,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,49-94-0123,,,,,49-94-0123,"49-94-0123 Milw 6""x.045""x7/8"" Performance+ Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Milwaukee,Milwaukee,,49-94-0123,,Abrasives>Cut-Off Discs,"Milwaukee, Cut-Off Disc, Performance+ Series, 49-94-0123, 6 in Diameter",DISC CUTOFF 6X.045X7/8 49-94-0123,"Milwaukee Performance+ 49-94-0123 Cut-Off Disc, 6 in Diameter, .045 in Thickness, 7/8 in Arbor Size","Milwaukee Cut-Off Disc, 6 in Diameter, .045 in Thickness, 7/8 in Arbor Size.","Performance+, Cut-Off Disc, 6 in Diameter","Delivers fast, clean cuts in metal with extended wheel life.",6 in Diameter,.045 in Thickness,7/8 in Arbor Size,,,,,,,,,,,,,,,,,,,,,,,Cut-Off Disc,Diameter,6,in,Thickness,.045,in,Arbor Size,7/8,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,49-94-0023,,,,,49-94-0023,"49-94-0023 Milw 6""x.045""x7/8"" Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Milwaukee,Milwaukee,,49-94-0023,,Abrasives>Cut-Off Discs,"Milwaukee, Cut-Off Disc, 49-94-0023, 6 in Diameter, .045 in Thickness",DISC CUTOFF 6X.045X7/8 49-94-0023,"Milwaukee Standard Series 49-94-0023 Cut-Off Disc, 6 in Diameter, .045 in Thickness, 7/8 in Arbor Size","Milwaukee Cut-Off Disc, 6 in Diameter, .045 in Thickness, 7/8 in Arbor Size.","Cut-Off Disc, 6 in Diameter","Delivers fast, clean cuts in metal with extended wheel life.",6 in Diameter,.045 in Thickness,7/8 in Arbor Size,,,,,,,,,,,,,,,,,,,,,,,Cut-Off Disc,Diameter,6,in,Thickness,.045,in,Arbor Size,7/8,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,49-94-0121,,,,,49-94-0121,"49-94-0121 Milw 6""x.045""x7/8"" Performance+ Metal Cut Off Disc 10pc",,,,Milwaukee Accessory (4031),Milwaukee,Milwaukee,,49-94-0121,,Abrasives>Cut-Off Discs,"Milwaukee, Cut-Off Disc, Performance+ Series, 49-94-0121, 6 in Diameter",DISC CUTOFF 6X.045X7/8 49-94-0121,"Milwaukee Performance+ 49-94-0121 Cut-Off Disc, 6 in Diameter, .045 in Thickness, 7/8 in Arbor Size","Milwaukee Cut-Off Disc, 6 in Diameter, .045 in Thickness, 7/8 in Arbor Size, 10 Pack Size.","Performance+, Cut-Off Disc, 6 in Diameter","Delivers fast, clean cuts in metal with extended wheel life.",6 in Diameter,.045 in Thickness,7/8 in Arbor Size,10 per Box,,,,,,,,,,,,,,,,,,,,,,Cut-Off Disc,Diameter,6,in,Thickness,.045,in,Arbor Size,7/8,in,Pack Size,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,49-94-0127,,,,,49-94-0127,"49-94-0127 Milw 6""x.045""x7/8"" Performance+Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Milwaukee,Milwaukee,,49-94-0127,,Abrasives>Cut-Off Discs,"Milwaukee, Cut-Off Disc, Performance+ Series, 49-94-0127, 6 in Diameter",DISC CUTOFF 6X.045X7/8 49-94-0127,"Milwaukee Performance+ 49-94-0127 Cut-Off Disc, 6 in Diameter, .045 in Thickness, 7/8 in Arbor Size","Milwaukee Cut-Off Disc, 6 in Diameter, .045 in Thickness, 7/8 in Arbor Size.","Performance+, Cut-Off Disc, 6 in Diameter","Delivers fast, clean cuts in metal with extended wheel life.",6 in Diameter,.045 in Thickness,7/8 in Arbor Size,,,,,,,,,,,,,,,,,,,,,,,Cut-Off Disc,Diameter,6,in,Thickness,.045,in,Arbor Size,7/8,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,49-94-0137,,,,,49-94-0137,"49-94-0137 Milw 7""x3/32""x7/8"" Performance+ Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Milwaukee,Milwaukee,,49-94-0137,,Abrasives>Cut-Off Discs,"Milwaukee, Cut-Off Disc, Performance+ Series, 49-94-0137, 7 in Diameter",DISC CUTOFF 7X3/32X7/8 49-94-0137,"Milwaukee Performance+ 49-94-0137 Cut-Off Disc, 7 in Diameter, 3/32 in Thickness, 7/8 in Arbor Size","Milwaukee Cut-Off Disc, 7 in Diameter, 3/32 in Thickness, 7/8 in Arbor Size.","Performance+, Cut-Off Disc, 7 in Diameter","Delivers fast, clean cuts in metal with extended wheel life.",7 in Diameter,3/32 in Thickness,7/8 in Arbor Size,,,,,,,,,,,,,,,,,,,,,,,Cut-Off Disc,Diameter,7,in,Thickness,3/32,in,Arbor Size,7/8,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,49-94-0160,,,,,49-94-0160,"49-94-0160 Milw 14""x7/64""x1"" Performance+ Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Milwaukee,Milwaukee,,49-94-0160,,Abrasives>Cut-Off Discs,"Milwaukee, Cut-Off Disc, Performance+ Series, 49-94-0160, 14 in Diameter",DISC CUTOFF 14X7/64X1 49-94-0160,"Milwaukee Performance+ 49-94-0160 Cut-Off Disc, 14 in Diameter, 7/64 in Thickness, 1 in Arbor Size","Milwaukee Cut-Off Disc, 14 in Diameter, 7/64 in Thickness, 1 in Arbor Size.","Performance+, Cut-Off Disc, 14 in Diameter","Delivers fast, clean cuts in metal with extended wheel life.",14 in Diameter,7/64 in Thickness,1 in Arbor Size,,,,,,,,,,,,,,,,,,,,,,,Cut-Off Disc,Diameter,14,in,Thickness,7/64,in,Arbor Size,1,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,49-94-0223,,,,,49-94-0223,"49-94-0223 Milw 6""x.045""x7/8"" Ceramic+ Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Milwaukee,Milwaukee,,49-94-0223,,Abrasives>Cut-Off Discs,"Milwaukee, Cut-Off Disc, 49-94-0223, 6 in Diameter, .045 in Thickness",DISC CUTOFF 6X.045X7/8 49-94-0223,"Milwaukee Standard Series 49-94-0223 Cut-Off Disc, 6 in Diameter, .045 in Thickness, 7/8 in Arbor Size","Milwaukee Cut-Off Disc, 6 in Diameter, .045 in Thickness, 7/8 in Arbor Size.","Cut-Off Disc, 6 in Diameter","Delivers fast, clean cuts in metal with extended wheel life.",6 in Diameter,.045 in Thickness,7/8 in Arbor Size,,,,,,,,,,,,,,,,,,,,,,,Cut-Off Disc,Diameter,6,in,Thickness,.045,in,Arbor Size,7/8,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,49-94-0445,,,,,49-94-0445,"49-94-0445 Milw 10""x3/32""x5/8"" Performance+ Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Milwaukee,Milwaukee,,49-94-0445,,Abrasives>Cut-Off Discs,"Milwaukee, Cut-Off Disc, Performance+ Series, 49-94-0445, 10 in Diameter",DISC CUTOFF 10X3/32X5/8 49-94-0445,"Milwaukee Performance+ 49-94-0445 Cut-Off Disc, 10 in Diameter, 3/32 in Thickness, 5/8 in Arbor Size","Milwaukee Cut-Off Disc, 10 in Diameter, 3/32 in Thickness, 5/8 in Arbor Size.","Performance+, Cut-Off Disc, 10 in Diameter","Delivers fast, clean cuts in metal with extended wheel life.",10 in Diameter,3/32 in Thickness,5/8 in Arbor Size,,,,,,,,,,,,,,,,,,,,,,,Cut-Off Disc,Diameter,10,in,Thickness,3/32,in,Arbor Size,5/8,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,49-94-0803,,,,,49-94-0803,"49-94-0803 Milw 4-1/2""x1/8""x7/8"" Dual Metal Cut and Grind Disc",,,,Milwaukee Accessory (4031),Milwaukee,Milwaukee,,49-94-0803,,Abrasives>Cut-Off Discs,"Milwaukee, Cut-Off Disc, 49-94-0803, 4-1/2 in Diameter, 1/8 in Thickness",DISC CUTOFF 4-1/2X1/8X7/8 49-94-0803,"Milwaukee Standard Series 49-94-0803 Cut-Off Disc, 4-1/2 in Diameter, 1/8 in Thickness, 7/8 in Arbor Size","Milwaukee Cut-Off Disc, 4-1/2 in Diameter, 1/8 in Thickness, 7/8 in Arbor Size.","Cut-Off Disc, 4-1/2 in Diameter","Delivers fast, clean cuts in metal with extended wheel life.",4-1/2 in Diameter,1/8 in Thickness,7/8 in Arbor Size,,,,,,,,,,,,,,,,,,,,,,,Cut-Off Disc,Diameter,4-1/2,in,Thickness,1/8,in,Arbor Size,7/8,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,49-94-0903,,,,,49-94-0903,"49-94-0903 Milw 4-1/2""x1/8""x7/8""Perform+Dual Metal Cut and Grind Disc",,,,Milwaukee Accessory (4031),Milwaukee,Milwaukee,,49-94-0903,,Abrasives>Cut-Off Discs,"Milwaukee, Cut-Off Disc, Performance+ Series, 49-94-0903, 4-1/2 in Diameter",DISC CUTOFF 4-1/2X1/8X7/8 49-94-0903,"Milwaukee Performance+ 49-94-0903 Cut-Off Disc, 4-1/2 in Diameter, 1/8 in Thickness, 7/8 in Arbor Size","Milwaukee Cut-Off Disc, 4-1/2 in Diameter, 1/8 in Thickness, 7/8 in Arbor Size.","Performance+, Cut-Off Disc, 4-1/2 in Diameter","Delivers fast, clean cuts in metal with extended wheel life.",4-1/2 in Diameter,1/8 in Thickness,7/8 in Arbor Size,,,,,,,,,,,,,,,,,,,,,,,Cut-Off Disc,Diameter,4-1/2,in,Thickness,1/8,in,Arbor Size,7/8,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,49-94-0907,,,,,49-94-0907,"49-94-0907 Milw 4-1/2""x1/8""x5/8-11""Perform+Dual Metal Cut n Grind Disc",,,,Milwaukee Accessory (4031),Milwaukee,Milwaukee,,49-94-0907,,Abrasives>Cut-Off Discs,"Milwaukee, Cut-Off Disc, Performance+ Series, 49-94-0907, 4-1/2 in Diameter",DISC CUTOFF 4-1/2X1/8X5/8 49-94-0907,"Milwaukee Performance+ 49-94-0907 Cut-Off Disc, 4-1/2 in Diameter, 1/8 in Thickness, 5/8 in Arbor Size","Milwaukee Cut-Off Disc, 4-1/2 in Diameter, 1/8 in Thickness, 5/8 in Arbor Size.","Performance+, Cut-Off Disc, 4-1/2 in Diameter","Delivers fast, clean cuts in metal with extended wheel life.",4-1/2 in Diameter,1/8 in Thickness,5/8 in Arbor Size,,,,,,,,,,,,,,,,,,,,,,,Cut-Off Disc,Diameter,4-1/2,in,Thickness,1/8,in,Arbor Size,5/8,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,49-94-0923,,,,,49-94-0923,"49-94-0923 Milw 6""x1/8""x7/8"" Perform+Dual Metal Cut and Grind Disc",,,,Milwaukee Accessory (4031),Milwaukee,Milwaukee,,49-94-0923,,Abrasives>Cut-Off Discs,"Milwaukee, Cut-Off Disc, Performance+ Series, 49-94-0923, 6 in Diameter",DISC CUTOFF 6X1/8X7/8 49-94-0923,"Milwaukee Performance+ 49-94-0923 Cut-Off Disc, 6 in Diameter, 1/8 in Thickness, 7/8 in Arbor Size","Milwaukee Cut-Off Disc, 6 in Diameter, 1/8 in Thickness, 7/8 in Arbor Size.","Performance+, Cut-Off Disc, 6 in Diameter","Delivers fast, clean cuts in metal with extended wheel life.",6 in Diameter,1/8 in Thickness,7/8 in Arbor Size,,,,,,,,,,,,,,,,,,,,,,,Cut-Off Disc,Diameter,6,in,Thickness,1/8,in,Arbor Size,7/8,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,49-94-1900,,,,,49-94-1900,"49-94-1900 Milw 4""x1/8""x5/8"" Masonry Cut Off Disc",,,,Milwaukee Accessory (4031),Milwaukee,Milwaukee,,49-94-1900,,General Industrial Products,"Milwaukee, Disc, 49-94-1900 - Professional Grade B2B Certified",PROD 49-94-1900,Milwaukee Standard Series 49-94-1900 Disc,Milwaukee Disc.,Disc,High-quality industrial product engineered for maximum reliability and efficiency.,,,,,,,,,,,,,,,,,,,,,,,,,,Disc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,49-94-1905,,,,,49-94-1905,"49-94-1905 Milw 4-1/2""x1/8""x7/8"" Masonry Cut Off Disc",,,,Milwaukee Accessory (4031),Milwaukee,Milwaukee,,49-94-1905,,General Industrial Products,"Milwaukee, Disc, 49-94-1905 - Professional Grade B2B Certified",PROD 49-94-1905,Milwaukee Standard Series 49-94-1905 Disc,Milwaukee Disc.,Disc,High-quality industrial product engineered for maximum reliability and efficiency.,,,,,,,,,,,,,,,,,,,,,,,,,,Disc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,49-94-1915,,,,,49-94-1915,"49-94-1915 Milw 6-1/2""x1/8""x5/8"" DKO Masonry Cut Off Disc",,,,Milwaukee Accessory (4031),Milwaukee,Milwaukee,,49-94-1915,,General Industrial Products,"Milwaukee, Disc, 49-94-1915 - Professional Grade B2B Certified",PROD 49-94-1915,Milwaukee Standard Series 49-94-1915 Disc,Milwaukee Disc.,Disc,High-quality industrial product engineered for maximum reliability and efficiency.,,,,,,,,,,,,,,,,,,,,,,,,,,Disc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,49-94-1920,,,,,49-94-1920,"49-94-1920 Milw 7""x1/8""x5/8"" DKO Masonry Cut Off Disc",,,,Milwaukee Accessory (4031),Milwaukee,Milwaukee,,49-94-1920,,General Industrial Products,"Milwaukee, Disc, 49-94-1920 - Professional Grade B2B Certified",PROD 49-94-1920,Milwaukee Standard Series 49-94-1920 Disc,Milwaukee Disc.,Disc,High-quality industrial product engineered for maximum reliability and efficiency.,,,,,,,,,,,,,,,,,,,,,,,,,,Disc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
